% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
3927	1	1	1	0	2	573	0	1
3928	1	1	1	0	2	573	0	1
3929	1	1	1	0	2	573	0	1
3930	1	1	1	0	2	573	0	1
3931	1	1	1	0	2	573	0	1
3932	1	1	1	0	2	573	0	1
3933	1	1	1	0	2	573	0	1
3934	1	1	1	0	2	573	0	1
3935	1	1	1	0	2	573	0	1
3936	1	1	1	0	2	573	0	1
3937	1	1	1	0	2	573	0	1
3938	1	1	1	0	2	573	0	1
3939	1	1	1	0	2	573	0	1
3940	1	1	1	0	2	573	0	1
3941	1	1	1	0	2	573	0	1
3942	1	1	1	0	4	903	0	1
3943	1	1	1	0	4	903	0	1
3944	1	1	1	0	4	903	0	1
3945	1	1	1	0	4	903	0	1
3946	1	1	1	0	4	903	0	1
3947	1	1	1	0	4	903	0	1
3948	1	1	1	0	4	903	0	1
3949	1	1	1	0	4	903	0	1
3950	1	1	1	0	4	903	0	1
3951	1	1	1	0	4	903	0	1
3952	1	1	1	0	4	903	0	1
3953	1	1	1	0	4	903	0	1
3954	1	1	1	0	4	903	0	1
3955	1	1	1	0	4	903	0	1
3956	1	1	1	0	2	573	0	1
3957	1	1	1	0	2	573	0	1
3958	1	1	1	0	2	573	0	1
3959	1	1	1	0	2	573	0	1
3960	1	1	1	0	2	573	0	1
3961	1	1	1	0	2	573	0	1
3962	1	1	1	0	0	349	0	1
3963	1	1	1	0	0	349	0	1
4207	1	1	1	0	0	349	0	1
4208	1	1	1	0	0	349	0	1
4209	1	1	1	0	0	349	0	1
4210	1	1	1	0	0	349	0	1
4211	1	1	1	0	0	349	0	1
4212	1	1	1	0	0	349	0	1
4213	1	1	1	0	0	349	0	1
4287	1	1	1	0	0	349	0	1
4288	1	1	1	0	0	349	0	1
4289	1	1	1	0	0	349	0	1
4290	1	1	1	0	0	349	0	1
4291	1	1	1	0	0	349	0	1
4292	1	1	1	0	0	349	0	1
4293	1	1	1	0	0	349	0	1
4294	1	1	1	0	2	573	0	1
4295	1	1	1	0	2	573	0	1
4296	1	1	1	0	4	903	0	1
4297	1	1	1	0	4	903	0	1
4298	1	1	1	0	4	903	0	1
4299	1	1	1	0	4	903	0	1
4300	1	1	1	0	4	903	0	1
4301	1	1	1	0	4	903	0	1
4302	1	1	1	0	4	903	0	1
4303	1	1	1	0	4	903	0	1
4304	1	1	1	0	4	903	0	1
4305	1	1	1	0	6	1287	0	1
4306	1	1	1	0	6	1287	0	1
4307	1	1	1	0	6	1287	0	1
4308	1	1	1	0	6	1287	0	1
4309	1	1	1	0	6	1287	0	1
4310	1	1	1	0	6	1287	0	1
4311	1	1	1	0	6	1287	0	1
4312	1	1	1	0	6	1287	0	1
4313	1	1	1	0	6	1287	0	1
4314	1	1	1	0	6	1287	0	1
4315	1	1	1	0	6	1287	0	1
4316	1	1	1	0	6	1287	0	1
4317	1	1	1	0	6	1287	0	1
4318	1	1	1	0	8	1764	0	1
4319	1	1	1	0	8	1764	0	1
4320	1	1	1	0	8	1764	0	1
4321	1	1	1	0	8	1764	0	1
4322	1	1	1	0	8	1764	0	1
4323	1	1	1	0	8	1764	0	1
4324	1	1	1	0	8	1764	0	1
4325	1	1	1	0	8	1764	0	1
4326	1	1	1	0	8	1764	0	1
4327	1	1	1	0	8	1764	0	1
4328	1	1	1	0	8	1764	0	1
4329	1	1	1	0	8	1764	0	1
4330	1	1	1	0	8	1764	0	1
4331	1	1	1	0	8	1764	0	1
4332	1	1	1	0	8	1764	0	1
4333	1	1	1	0	8	1764	0	1
4334	1	1	1	0	8	1764	0	1
4335	1	1	1	0	8	1764	0	1
4336	1	1	1	0	8	1764	0	1
4337	1	1	1	0	8	1764	0	1
4338	1	1	1	0	8	1764	0	1
4339	1	1	1	0	8	1764	0	1
4340	1	1	1	0	6	1287	0	1
4341	1	1	1	0	6	1287	0	1
4342	1	1	1	0	6	1287	0	1
4343	1	1	1	0	6	1287	0	1
4344	1	1	1	0	6	1287	0	1
4345	1	1	1	0	6	1287	0	1
4346	1	1	1	0	6	1287	0	1
4347	1	1	1	0	6	1287	0	1
4348	1	1	1	0	6	1287	0	1
4349	1	1	1	0	6	1287	0	1
4350	1	1	1	0	4	903	0	1
4351	1	1	1	0	4	903	0	1
4352	1	1	1	0	4	903	0	1
4353	1	1	1	0	4	903	0	1
4354	1	1	1	0	4	903	0	1
4355	1	1	1	0	2	573	0	1
4356	1	1	1	0	2	573	0	1
4357	1	1	1	0	2	573	0	1
4358	1	1	1	0	2	573	0	1
4359	1	1	1	0	0	349	0	1
4360	1	1	1	0	0	349	0	1
4527	1	1	1	0	4	903	0	1
4528	1	1	1	0	4	903	0	1
4529	1	1	1	0	4	903	0	1
4530	1	1	1	0	4	903	0	1
4531	1	1	1	0	4	903	0	1
4532	1	1	1	0	4	903	0	1
4533	1	1	1	0	4	903	0	1
4534	1	1	1	0	4	903	0	1
4535	1	1	1	0	4	903	0	1
4536	1	1	1	0	4	903	0	1
4537	1	1	1	0	4	903	0	1
4538	1	1	1	0	4	903	0	1
4539	1	1	1	0	4	903	0	1
4540	1	1	1	0	4	903	0	1
4541	1	1	1	0	4	903	0	1
4542	1	1	1	0	4	903	0	1
4543	1	1	1	0	4	903	0	1
4544	1	1	1	0	4	903	0	1
4545	1	1	1	0	4	903	0	1
4546	1	1	1	0	4	903	0	1
4547	1	1	1	0	4	903	0	1
4548	1	1	1	0	4	903	0	1
4549	1	1	1	0	4	903	0	1
4550	1	1	1	0	4	903	0	1
4551	1	1	1	0	4	903	0	1
4552	1	1	1	0	4	903	0	1
4553	1	1	1	0	4	903	0	1
4554	1	1	1	0	4	903	0	1
4555	1	1	1	0	4	903	0	1
4556	1	1	1	0	4	903	0	1
4557	1	1	1	0	4	903	0	1
4558	1	1	1	0	4	903	0	1
4559	1	1	1	0	4	903	0	1
4560	1	1	1	0	4	903	0	1
4561	1	1	1	0	4	903	0	1
4562	1	1	1	0	4	903	0	1
4563	1	1	1	0	4	903	0	1
4564	1	1	1	0	4	903	0	1
4565	1	1	1	0	4	903	0	1
4566	1	1	1	0	4	903	0	1
4567	1	1	1	0	4	903	0	1
4568	1	1	1	0	4	903	0	1
4569	1	1	1	0	4	903	0	1
4570	1	1	1	0	4	903	0	1
4571	1	1	1	0	4	903	0	1
4572	1	1	1	0	4	903	0	1
4573	1	1	1	0	4	903	0	1
4574	1	1	1	0	4	903	0	1
